"District","Thana","EIIN","College Name","Shift","Version","Group Name","Gender","Min GPA","Own GPA","SQ GPA","Available Seat"
"Dhaka (out side Mahanagari)","Dhamrai","139414","afaz uddin college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Dhamrai","139414","afaz uddin college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","350"
"Dhaka (out side Mahanagari)","Dhamrai","139414","afaz uddin college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","210"
"Dhaka (out side Mahanagari)","Dhamrai","138055","amin model town college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Dhamrai","138055","amin model town college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Dhamrai","138055","amin model town college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Dhamrai","107955","bhalum ataur rahman khan college","Day","Bangla","Humanities","Co-Edu","2.75","0.00","0.00","400"
"Dhaka (out side Mahanagari)","Dhamrai","107955","bhalum ataur rahman khan college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Dhamrai","107955","bhalum ataur rahman khan college","Day","Bangla","Business Studies","Co-Edu","2.75","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Dhamrai","107919","dhamrai hardinge high school and college","Day","Bangla","Humanities","Co-Edu","3.00","2.00","0.00","180"
"Dhaka (out side Mahanagari)","Dhamrai","107919","dhamrai hardinge high school and college","Day","Bangla","Business Studies","Co-Edu","3.00","2.00","0.00","150"
"Dhaka (out side Mahanagari)","Dhamrai","107919","dhamrai hardinge high school and college","Day","Bangla","Science","Co-Edu","4.00","3.00","0.00","150"
"Dhaka (out side Mahanagari)","Dhamrai","138809","dhamrai model college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","350"
"Dhaka (out side Mahanagari)","Dhamrai","138809","dhamrai model college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Dhamrai","138809","dhamrai model college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Dhamrai","107953","govt. dhamrai college","Day","Bangla","Business Studies","Co-Edu","3.00","0.00","0.00","500"
"Dhaka (out side Mahanagari)","Dhamrai","107953","govt. dhamrai college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Dhamrai","107953","govt. dhamrai college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","525"
"Dhaka (out side Mahanagari)","Dhamrai","107927","jadabpur b. m. school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","150"
"Dhaka (out side Mahanagari)","Dhamrai","107927","jadabpur b. m. school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","107927","jadabpur b. m. school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","107954","nabajug college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Dhamrai","107954","nabajug college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","60"
"","","","","","","","","","","",""
"Dhaka (out side Mahanagari)","Dhamrai","107954","nabajug college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","139546","prof. dr. m a mannan college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","139546","prof. dr. m a mannan college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","139546","prof. dr. m a mannan college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","136304","rajapur begum anowara girls college","Day","Bangla","Humanities","Female","2.00","0.00","0.00","125"
"Dhaka (out side Mahanagari)","Dhamrai","136304","rajapur begum anowara girls college","Day","Bangla","Business Studies","Female","2.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dhamrai","107924","suapur nannar school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Dhamrai","107924","suapur nannar school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","60"
"Dhaka (out side Mahanagari)","Dhamrai","107924","suapur nannar school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Dohar","107994","begum ayesha pilot girls high school and college","Day","Bangla","Business Studies","Female","1.00","1.00","0.00","120"
"Dhaka (out side Mahanagari)","Dohar","107994","begum ayesha pilot girls high school and college","Day","Bangla","Humanities","Female","1.00","1.00","0.00","215"
"Dhaka (out side Mahanagari)","Dohar","108010","joypara college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","450"
"Dhaka (out side Mahanagari)","Dohar","108010","joypara college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","500"
"Dhaka (out side Mahanagari)","Dohar","108010","joypara college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","60"
"Dhaka (out side Mahanagari)","Dohar","139221","kothabari college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Dohar","139221","kothabari college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Dohar","108011","malikanda meghula school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","150"
"Dhaka (out side Mahanagari)","Dohar","108011","malikanda meghula school and college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Dohar","108011","malikanda meghula school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","300"
"Dhaka (out side Mahanagari)","Dohar","108009","padma govt. college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","400"
"Dhaka (out side Mahanagari)","Dohar","108009","padma govt. college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","300"
"Dhaka (out side Mahanagari)","Dohar","108009","padma govt. college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","108074","adhyapak hamidur rahman school & college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108074","adhyapak hamidur rahman school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108074","adhyapak hamidur rahman school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","108085","ati bhawal uchcha madhamik bidyalaya","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108085","ati bhawal uchcha madhamik bidyalaya","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108085","ati bhawal uchcha madhamik bidyalaya","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108120","baghapur uccha madyamic biddalaya","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","250"
"Dhaka (out side Mahanagari)","Keraniganj","108120","baghapur uccha madyamic biddalaya","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108120","baghapur uccha madyamic biddalaya","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108119","borishur anchalic uchcha madyamic bidyalaya","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","60"
"Dhaka (out side Mahanagari)","Keraniganj","108119","borishur anchalic uchcha madyamic bidyalaya","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","90"
"Dhaka (out side Mahanagari)","Keraniganj","108091","chunkutia girls high school and college","Day","Bangla","Science","Female","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108091","chunkutia girls high school and college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108091","chunkutia girls high school and college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108112","doleshwar abdul mannan adarsha mahabidyalaya","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108112","doleshwar abdul mannan adarsha mahabidyalaya","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","180"
"Dhaka (out side Mahanagari)","Keraniganj","108112","doleshwar abdul mannan adarsha mahabidyalaya","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Keraniganj","108116","govt. ispahani degree college","Day","Bangla","Humanities","Co-Edu","3.25","0.00","0.00","490"
"Dhaka (out side Mahanagari)","Keraniganj","108116","govt. ispahani degree college","Day","Bangla","Business Studies","Co-Edu","3.50","0.00","0.00","410"
"Dhaka (out side Mahanagari)","Keraniganj","108116","govt. ispahani degree college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","180"
"Dhaka (out side Mahanagari)","Keraniganj","108115","kalatia college","Day","Bangla","Science","Co-Edu","1.20","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108115","kalatia college","Day","Bangla","Business Studies","Co-Edu","1.20","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Keraniganj","108115","kalatia college","Day","Bangla","Humanities","Co-Edu","1.20","0.00","0.00","320"
"Dhaka (out side Mahanagari)","Keraniganj","108121","keraniganj girls school and college","Day","Bangla","Humanities","Female","2.00","1.00","0.00","225"
"Dhaka (out side Mahanagari)","Keraniganj","108121","keraniganj girls school and college","Day","Bangla","Business Studies","Female","2.00","1.00","0.00","150"
"Dhaka (out side Mahanagari)","Keraniganj","108121","keraniganj girls school and college","Day","Bangla","Science","Female","3.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","108117","keraniganj mohila college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","350"
"Dhaka (out side Mahanagari)","Keraniganj","108117","keraniganj mohila college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Keraniganj","108117","keraniganj mohila college","Day","Bangla","Science","Female","2.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","130773","keranigonj residential college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","130773","keranigonj residential college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108113","nayabazar college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","108113","nayabazar college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","320"
"Dhaka (out side Mahanagari)","Keraniganj","108113","nayabazar college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Keraniganj","108098","rajabari school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108098","rajabari school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","108098","rajabari school & college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","40"
"Dhaka (out side Mahanagari)","Keraniganj","138777","rajdhani girls college","Day","Bangla","Humanities","Female","1.50","1.00","0.00","40"
"Dhaka (out side Mahanagari)","Keraniganj","138777","rajdhani girls college","Day","Bangla","Business Studies","Female","2.00","1.00","0.00","80"
"Dhaka (out side Mahanagari)","Keraniganj","108114","shahid president ziaur rahman college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Keraniganj","108114","shahid president ziaur rahman college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","300"
"Dhaka (out side Mahanagari)","Keraniganj","108114","shahid president ziaur rahman college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","136262","southern city college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Keraniganj","136262","southern city college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Keraniganj","108118","zinzira pir mohammad pilot school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Keraniganj","108118","zinzira pir mohammad pilot school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","150"
"Dhaka (out side Mahanagari)","Keraniganj","108118","zinzira pir mohammad pilot school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","350"
"Dhaka (out side Mahanagari)","Nawabganj","108282","bandura holy cross school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","40"
"Dhaka (out side Mahanagari)","Nawabganj","108282","bandura holy cross school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","80"
"Dhaka (out side Mahanagari)","Nawabganj","108282","bandura holy cross school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","80"
"Dhaka (out side Mahanagari)","Nawabganj","108318","dohar nababganj college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Nawabganj","108318","dohar nababganj college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","420"
"Dhaka (out side Mahanagari)","Nawabganj","108318","dohar nababganj college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","700"
"Dhaka (out side Mahanagari)","Nawabganj","108319","ichhamati college","Day","Bangla","Humanities","Co-Edu","1.80","0.00","0.00","325"
"Dhaka (out side Mahanagari)","Nawabganj","108319","ichhamati college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Nawabganj","108319","ichhamati college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Nawabganj","108320","nawabgonj pilot uchcha madyamic balika bidyalaya","Day","Bangla","Humanities","Female","2.00","1.00","0.00","160"
"Dhaka (out side Mahanagari)","Nawabganj","108320","nawabgonj pilot uchcha madyamic balika bidyalaya","Day","Bangla","Business Studies","Female","2.00","1.00","0.00","120"
"Dhaka (out side Mahanagari)","Nawabganj","108311","p. k. b. school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Nawabganj","108311","p. k. b. school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Nawabganj","108311","p. k. b. school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Nawabganj","108321","sholla higher secondary school nawabgonj","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","250"
"Dhaka (out side Mahanagari)","Nawabganj","108321","sholla higher secondary school nawabgonj","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Nawabganj","108289","st. euphrasies girls high school & college","Day","Bangla","Science","Female","3.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Nawabganj","108289","st. euphrasies girls high school & college","Day","Bangla","Humanities","Female","2.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Nawabganj","108289","st. euphrasies girls high school & college","Day","Bangla","Business Studies","Female","2.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Nawabganj","108317","tofazzal hossain chowdhury college shikaripara","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","225"
"Dhaka (out side Mahanagari)","Nawabganj","108317","tofazzal hossain chowdhury college shikaripara","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","450"
"Dhaka (out side Mahanagari)","Nawabganj","108317","tofazzal hossain chowdhury college shikaripara","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108417","akran high school and college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108417","akran high school and college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108417","akran high school and college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108449","alhaj abdul mannan college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","500"
"Dhaka (out side Mahanagari)","Savar","108449","alhaj abdul mannan college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","205"
"Dhaka (out side Mahanagari)","Savar","108449","alhaj abdul mannan college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","200"
"Dhaka (out side Mahanagari)","Savar","108456","ashulia uchcha madhyamic bidhyalaya","Day","Bangla","Business Studies","Co-Edu","3.00","1.00","0.00","285"
"Dhaka (out side Mahanagari)","Savar","108456","ashulia uchcha madhyamic bidhyalaya","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","250"
"Dhaka (out side Mahanagari)","Savar","108456","ashulia uchcha madhyamic bidhyalaya","Day","Bangla","Humanities","Co-Edu","3.00","1.00","0.00","290"
"Dhaka (out side Mahanagari)","Savar","108406","atomic energy research establishment school and college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108406","atomic energy research establishment school and college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108406","atomic energy research establishment school and college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108461","b p a t c school & college","Day","Bangla","Humanities","Co-Edu","3.00","2.50","2.50","135"
"Dhaka (out side Mahanagari)","Savar","108461","b p a t c school & college","Day","Bangla","Business Studies","Co-Edu","3.50","2.50","3.00","205"
"Dhaka (out side Mahanagari)","Savar","108461","b p a t c school & college","Day","Bangla","Science","Co-Edu","4.75","4.00","4.00","255"
"Dhaka (out side Mahanagari)","Savar","130699","badda high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","130699","badda high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","130699","badda high school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","40"
"Dhaka (out side Mahanagari)","Savar","108458","bepza public college","Day","Bangla","Humanities","Co-Edu","3.50","2.00","0.00","250"
"Dhaka (out side Mahanagari)","Savar","108458","bepza public college","Day","Bangla","Science","Co-Edu","4.89","4.00","0.00","275"
"Dhaka (out side Mahanagari)","Savar","108458","bepza public college","Day","Bangla","Business Studies","Co-Edu","3.50","3.00","0.00","180"
"Dhaka (out side Mahanagari)","Savar","108418","bhakurta union high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","40"
"Dhaka (out side Mahanagari)","Savar","108418","bhakurta union high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108426","bksp public school & college","Day","Bangla","Science","Co-Edu","4.50","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108426","bksp public school & college","Day","Bangla","Business Studies","Co-Edu","3.50","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","136894","canadian college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","136894","canadian college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","131047","college of finance & management","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","131047","college of finance & management","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","131047","college of finance & management","Day","Bangla","Business Studies","Co-Edu","1.50","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Savar","131670","collegex","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","131670","collegex","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","40"
"Dhaka (out side Mahanagari)","Savar","131670","collegex","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","108463","doshaid adhonya kumar school and college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108463","doshaid adhonya kumar school and college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","200"
"Dhaka (out side Mahanagari)","Savar","108463","doshaid adhonya kumar school and college","Day","Bangla","Humanities","Co-Edu","2.50","1.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","108420","gakulnagar school and college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108420","gakulnagar school and college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108416","gazirchat a.m. high school and college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","175"
"Dhaka (out side Mahanagari)","Savar","108416","gazirchat a.m. high school and college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","108416","gazirchat a.m. high school and college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","150"
"Dhaka (out side Mahanagari)","Savar","108433","gomail high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","108433","gomail high school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108433","gomail high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","130704","gopalbari nabin progoti school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","130704","gopalbari nabin progoti school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","130704","gopalbari nabin progoti school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","136308","hazi yunus ali college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","136308","hazi yunus ali college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","120"
"Dhaka (out side Mahanagari)","Savar","136308","hazi yunus ali college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","108460","jahangir nagar university school and college","Day","Bangla","Science","Co-Edu","4.50","4.50","4.50","190"
"Dhaka (out side Mahanagari)","Savar","108460","jahangir nagar university school and college","Day","Bangla","Humanities","Co-Edu","3.50","3.00","3.00","215"
"Dhaka (out side Mahanagari)","Savar","108460","jahangir nagar university school and college","Day","Bangla","Business Studies","Co-Edu","3.50","3.50","3.50","210"
"Dhaka (out side Mahanagari)","Savar","139526","jahangirnagar society girls college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","139526","jahangirnagar society girls college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","139526","jahangirnagar society girls college","Day","Bangla","Science","Female","1.00","0.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108424","kathgara high school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108424","kathgara high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","108424","kathgara high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","50"
"Dhaka (out side Mahanagari)","Savar","136277","legend college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Savar","136277","legend college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Savar","136277","legend college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Savar","136876","maestro crown college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","150"
"Dhaka (out side Mahanagari)","Savar","136876","maestro crown college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","60"
"Dhaka (out side Mahanagari)","Savar","136876","maestro crown college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","108462","mirpur mofid-e-am uchcha madhyamic bidhyalaya","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","75"
"Dhaka (out side Mahanagari)","Savar","108462","mirpur mofid-e-am uchcha madhyamic bidhyalaya","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","205"
"Dhaka (out side Mahanagari)","Savar","108462","mirpur mofid-e-am uchcha madhyamic bidhyalaya","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","200"
"Dhaka (out side Mahanagari)","Savar","108450","mirza golam hafiz college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","108450","mirza golam hafiz college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","120"
"Dhaka (out side Mahanagari)","Savar","108450","mirza golam hafiz college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","650"
"Dhaka (out side Mahanagari)","Savar","108452","mofazzal-momena chakladar mohila college","Day","Bangla","Science","Female","3.00","0.00","0.00","120"
"Dhaka (out side Mahanagari)","Savar","108452","mofazzal-momena chakladar mohila college","Day","Bangla","Humanities","Female","1.50","0.00","0.00","400"
"Dhaka (out side Mahanagari)","Savar","108452","mofazzal-momena chakladar mohila college","Day","Bangla","Business Studies","Female","2.50","0.00","0.00","250"
"Dhaka (out side Mahanagari)","Savar","108429","mohammad ali yeakub ali school & college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","170"
"Dhaka (out side Mahanagari)","Savar","108429","mohammad ali yeakub ali school & college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","300"
"Dhaka (out side Mahanagari)","Savar","134793","morning glory school & college","Day","English","Science","Co-Edu","4.00","1.00","1.00","80"
"Dhaka (out side Mahanagari)","Savar","108411","radio colony model school and college","Day","Bangla","Science","Co-Edu","4.00","4.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108411","radio colony model school and college","Day","Bangla","Business Studies","Co-Edu","3.50","3.50","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108411","radio colony model school and college","Day","Bangla","Humanities","Co-Edu","3.00","3.00","0.00","100"
"Dhaka (out side Mahanagari)","Savar","108459","savar cantonment public school and college","Day","Bangla","Humanities","Co-Edu","3.50","3.50","1.00","170"
