"District","Thana","EIIN","College Name","Shift","Version","Group Name","Gender","Min GPA","Own GPA","SQ GPA","Available Seat"
"Dhaka Mahanagari","Demra","133965","dr. mahbubur rahman mollah college","Day","Bangla","Science","Male","4.83","0.00","0.00","1212"
"Dhaka Mahanagari","Demra","133965","dr. mahbubur rahman mollah college","Day","Bangla","Humanities","Male","3.50","0.00","0.00","150"
"Dhaka Mahanagari","Demra","133965","dr. mahbubur rahman mollah college","Day","Bangla","Business Studies","Male","3.50","0.00","0.00","405"
"Dhaka Mahanagari","Demra","133965","dr. mahbubur rahman mollah college","Day","English","Science","Co-Edu","4.83","0.00","0.00","120"
"Dhaka Mahanagari","Demra","133965","dr. mahbubur rahman mollah college","Morning","Bangla","Science","Female","4.83","0.00","0.00","752"
"Dhaka Mahanagari","Demra","135190","e.haque college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","135190","e.haque college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","134683","golam mostafa model college","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","100"
"Dhaka Mahanagari","Demra","134683","golam mostafa model college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","125"
"Dhaka Mahanagari","Demra","134683","golam mostafa model college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","125"
"Dhaka Mahanagari","Demra","131457","ideal laboratory college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","131457","ideal laboratory college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","131457","ideal laboratory college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","107911","matuail haji abdul latif bhuiyan college","Morning","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Demra","107911","matuail haji abdul latif bhuiyan college","Morning","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","200"
"Dhaka Mahanagari","Demra","107911","matuail haji abdul latif bhuiyan college","Morning","Bangla","Science","Co-Edu","3.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","137075","rafiqul islam school & college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Demra","137075","rafiqul islam school & college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Demra","137075","rafiqul islam school & college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","107910","rizaul karim chowdhury college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","107910","rizaul karim chowdhury college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","150"
"Dhaka Mahanagari","Demra","107910","rizaul karim chowdhury college","Day","Bangla","Business Studies","Co-Edu","1.50","0.00","0.00","150"
"Dhaka Mahanagari","Demra","107912","rokeya ahsan college","Day","Bangla","Science","Co-Edu","2.50","1.00","0.00","100"
"Dhaka Mahanagari","Demra","107912","rokeya ahsan college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","150"
"Dhaka Mahanagari","Demra","107912","rokeya ahsan college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","100"
"Dhaka Mahanagari","Demra","107913","rongmala akbar mohila college","Day","Bangla","Science","Female","2.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","107913","rongmala akbar mohila college","Day","Bangla","Business Studies","Female","1.00","0.00","0.00","60"
"Dhaka Mahanagari","Demra","107913","rongmala akbar mohila college","Day","Bangla","Humanities","Female","1.00","0.00","0.00","60"
"Dhaka Mahanagari","Demra","107916","shahid zia girls school and college jatrabari","Day","Bangla","Science","Female","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Demra","107916","shahid zia girls school and college jatrabari","Day","Bangla","Humanities","Female","1.00","1.00","0.00","100"
"Dhaka Mahanagari","Demra","107916","shahid zia girls school and college jatrabari","Day","Bangla","Business Studies","Female","1.00","1.00","0.00","75"
"Dhaka Mahanagari","Demra","107915","shamsul hoque khan school & college","Day","Bangla","Humanities","Female","3.50","1.00","0.00","160"
"Dhaka Mahanagari","Demra","107915","shamsul hoque khan school & college","Day","Bangla","Science","Female","5.00","1.00","0.00","775"
"Dhaka Mahanagari","Demra","107915","shamsul hoque khan school & college","Day","Bangla","Business Studies","Female","3.50","1.00","0.00","300"
"Dhaka Mahanagari","Demra","134213","sharulia ideal girls college","Day","Bangla","Humanities","Female","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Demra","134213","sharulia ideal girls college","Day","Bangla","Business Studies","Female","1.50","1.00","0.00","50"
"Dhaka Mahanagari","Demra","131759","versatile model college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Demra","131759","versatile model college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","125"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Morning","Bangla","Humanities","Female","3.00","2.50","2.50","180"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Morning","Bangla","Business Studies","Female","3.00","3.00","3.00","260"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Day","Bangla","Science","Male","5.00","4.50","4.50","705"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Morning","English","Science","Co-Edu","5.00","4.50","4.50","135"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Day","Bangla","Humanities","Male","3.00","2.50","2.50","200"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Day","Bangla","Business Studies","Male","3.00","3.00","3.00","320"
"Dhaka Mahanagari","Dhanmondi","108162","bir shreshtha munshi abdur rouf public college","Morning","Bangla","Science","Female","5.00","4.50","4.50","485"
"Dhaka Mahanagari","Dhanmondi","134168","college of development alternative (coda)","Day","English","Science","Co-Edu","2.00","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","134168","college of development alternative (coda)","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","134168","college of development alternative (coda)","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","75"
"Dhaka Mahanagari","Dhanmondi","134168","college of development alternative (coda)","Day","English","Business Studies","Co-Edu","2.00","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","134168","college of development alternative (coda)","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","75"
"Dhaka Mahanagari","Dhanmondi","134564","daffodil international college","Morning","Bangla","Science","Co-Edu","2.50","0.00","0.00","200"
"Dhaka Mahanagari","Dhanmondi","134564","daffodil international college","Morning","English","Business Studies","Co-Edu","2.00","0.00","0.00","80"
"Dhaka Mahanagari","Dhanmondi","134564","daffodil international college","Morning","English","Science","Co-Edu","2.50","0.00","0.00","75"
"Dhaka Mahanagari","Dhanmondi","134564","daffodil international college","Morning","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Day","Bangla","Science","Male","5.00","0.00","0.00","1150"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Day","English","Science","Male","4.75","0.00","0.00","150"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Morning","English","Science","Female","4.75","0.00","0.00","150"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Morning","Bangla","Business Studies","Female","3.50","0.00","0.00","700"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Morning","Bangla","Humanities","Female","3.50","0.00","0.00","75"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Morning","Bangla","Science","Female","5.00","0.00","0.00","820"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Day","Bangla","Humanities","Male","3.50","0.00","0.00","90"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Day","Bangla","Business Studies","Male","3.50","0.00","0.00","700"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Morning","English","Business Studies","Female","3.50","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107975","dhaka city college","Day","English","Business Studies","Male","3.50","0.00","0.00","150"
"Dhaka Mahanagari","Dhanmondi","107977","dhaka college","Day","Bangla","Science","Male","5.00","0.00","0.00","900"
"Dhaka Mahanagari","Dhanmondi","107977","dhaka college","Day","Bangla","Business Studies","Male","4.75","0.00","0.00","150"
"Dhaka Mahanagari","Dhanmondi","107977","dhaka college","Day","Bangla","Humanities","Male","4.50","0.00","0.00","150"
"Dhaka Mahanagari","Dhanmondi","107980","dhaka mohila college","Day","Bangla","Humanities","Female","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107980","dhaka mohila college","Day","Bangla","Business Studies","Female","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107980","dhaka mohila college","Day","Bangla","Science","Female","3.00","0.00","0.00","120"
"Dhaka Mahanagari","Dhanmondi","133847","dhaka public college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","60"
"Dhaka Mahanagari","Dhanmondi","133847","dhaka public college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","133847","dhaka public college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","133712","dhaka public school & college","Day","English","Humanities","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","133712","dhaka public school & college","Day","English","Business Studies","Co-Edu","2.00","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","133712","dhaka public school & college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","107972","dr. maleka college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","80"
"Dhaka Mahanagari","Dhanmondi","107972","dr. maleka college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","230"
"Dhaka Mahanagari","Dhanmondi","107972","dr. maleka college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107962","government laboratory high school","Day","Bangla","Science","Male","4.50","3.50","0.00","115"
"Dhaka Mahanagari","Dhanmondi","107962","government laboratory high school","Day","Bangla","Business Studies","Male","3.50","3.00","0.00","102"
"Dhaka Mahanagari","Dhanmondi","134209","hamdard public college","Morning","Bangla","Science","Co-Edu","4.00","1.00","4.00","700"
"Dhaka Mahanagari","Dhanmondi","134209","hamdard public college","Morning","Bangla","Business Studies","Co-Edu","3.00","1.00","3.00","200"
"Dhaka Mahanagari","Dhanmondi","107971","ideal college","Morning","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","600"
"Dhaka Mahanagari","Dhanmondi","107971","ideal college","Morning","Bangla","Science","Co-Edu","4.00","0.00","0.00","1450"
"Dhaka Mahanagari","Dhanmondi","107971","ideal college","Morning","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","700"
"Dhaka Mahanagari","Dhanmondi","107963","kakoli high school & college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107963","kakoli high school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","107963","kakoli high school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107985","meherunnesa girls high school and college","Morning","Bangla","Science","Female","3.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107985","meherunnesa girls high school and college","Morning","Bangla","Humanities","Female","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107985","meherunnesa girls high school and college","Morning","Bangla","Business Studies","Female","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","108250","new model degree college","Day","Bangla","Humanities","Co-Edu","2.50","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","108250","new model degree college","Day","Bangla","Science","Co-Edu","3.50","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","108250","new model degree college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","133717","scholars school & college","Day","English","Business Studies","Female","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","133717","scholars school & college","Day","English","Science","Female","3.00","1.00","0.00","125"
"Dhaka Mahanagari","Dhanmondi","133717","scholars school & college","Morning","English","Business Studies","Male","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","133717","scholars school & college","Morning","English","Science","Male","3.00","1.00","0.00","120"
"Dhaka Mahanagari","Dhanmondi","107973","stamford college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107973","stamford college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107973","stamford college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107976","university womens federation college","Morning","Bangla","Business Studies","Female","2.50","0.00","0.00","125"
"Dhaka Mahanagari","Dhanmondi","107976","university womens federation college","Morning","Bangla","Humanities","Female","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107976","university womens federation college","Morning","Bangla","Science","Female","3.00","0.00","0.00","100"
"Dhaka Mahanagari","Dhanmondi","107984","ywca higher secondary girls school","Day","Bangla","Science","Female","3.00","1.00","0.00","80"
"Dhaka Mahanagari","Dhanmondi","107984","ywca higher secondary girls school","Day","Bangla","Business Studies","Female","2.50","1.00","0.00","50"
"Dhaka Mahanagari","Dhanmondi","107983","zarina sikder girls school & college","Morning","Bangla","Science","Female","1.50","1.00","0.00","40"
"Dhaka Mahanagari","Dhanmondi","107983","zarina sikder girls school & college","Morning","Bangla","Humanities","Female","1.00","1.00","0.00","60"
"Dhaka Mahanagari","Dhanmondi","107983","zarina sikder girls school & college","Morning","Bangla","Business Studies","Female","1.50","1.00","0.00","90"
"Dhaka Mahanagari","Gulshan","108031","a. k. m. rahmatullah college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","250"
"Dhaka Mahanagari","Gulshan","108031","a. k. m. rahmatullah college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Dhaka Mahanagari","Gulshan","108031","a. k. m. rahmatullah college","Day","Bangla","Science","Co-Edu","2.00","0.00","0.00","150"
"Dhaka Mahanagari","Gulshan","107841","badda alatunnessa uchcha madhyamic bidhyalaya","Day","Bangla","Science","Female","3.00","1.00","0.00","50"
"Dhaka Mahanagari","Gulshan","107841","badda alatunnessa uchcha madhyamic bidhyalaya","Day","Bangla","Business Studies","Female","2.50","1.00","0.00","50"
"Dhaka Mahanagari","Gulshan","107841","badda alatunnessa uchcha madhyamic bidhyalaya","Day","Bangla","Humanities","Female","2.00","1.00","0.00","60"
"Dhaka Mahanagari","Gulshan","108016","banani bidyaniketan school & college","Morning","Bangla","Science","Co-Edu","3.00","1.00","0.00","200"
"Dhaka Mahanagari","Gulshan","108016","banani bidyaniketan school & college","Morning","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","150"
"Dhaka Mahanagari","Gulshan","132140","cambrian college","Day","Bangla","Science","Co-Edu","3.50","1.00","0.00","700"
"Dhaka Mahanagari","Gulshan","132140","cambrian college","Day","Bangla","Business Studies","Co-Edu","3.00","1.00","0.00","250"
"Dhaka Mahanagari","Gulshan","132140","cambrian college","Day","English","Business Studies","Co-Edu","3.00","1.00","0.00","50"
"Dhaka Mahanagari","Gulshan","132140","cambrian college","Day","English","Science","Co-Edu","3.50","1.00","0.00","200"
"Dhaka Mahanagari","Gulshan","136932","glasgow commerce college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Gulshan","136932","glasgow commerce college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Gulshan","108038","govt. kalachandpur high school and college","Morning","Bangla","Business Studies","Female","3.50","1.00","0.00","200"
"Dhaka Mahanagari","Gulshan","108038","govt. kalachandpur high school and college","Morning","Bangla","Humanities","Female","3.00","1.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108038","govt. kalachandpur high school and college","Morning","Bangla","Science","Female","4.00","1.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108032","gulshan college","Morning","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108032","gulshan college","Morning","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","170"
"Dhaka Mahanagari","Gulshan","108032","gulshan college","Morning","Bangla","Science","Co-Edu","3.00","0.00","0.00","75"
"Dhaka Mahanagari","Gulshan","108037","gulshan model high school & college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108037","gulshan model high school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","150"
"Dhaka Mahanagari","Gulshan","108037","gulshan model high school & college","Day","Bangla","Humanities","Co-Edu","1.50","1.00","0.00","250"
"Dhaka Mahanagari","Gulshan","136873","gulshan public college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Gulshan","136873","gulshan public college","Day","Bangla","Science","Co-Edu","2.50","0.00","0.00","50"
"Dhaka Mahanagari","Gulshan","136873","gulshan public college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Gulshan","108023","institute of public health school and college","Day","Bangla","Science","Co-Edu","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Gulshan","108023","institute of public health school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","70"
"Dhaka Mahanagari","Gulshan","108023","institute of public health school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","70"
"Dhaka Mahanagari","Gulshan","131218","kings college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108033","mahanagar college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","200"
"Dhaka Mahanagari","Gulshan","108033","mahanagar college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","250"
"Dhaka Mahanagari","Gulshan","134239","martin luther college","Day","Bangla","Humanities","Co-Edu","1.50","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","134239","martin luther college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","134239","martin luther college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","75"
"Dhaka Mahanagari","Gulshan","133736","residential laboratory college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","80"
"Dhaka Mahanagari","Gulshan","133736","residential laboratory college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","133736","residential laboratory college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","150"
"Dhaka Mahanagari","Gulshan","108013","solmaid school and college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","80"
"Dhaka Mahanagari","Gulshan","108013","solmaid school and college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","80"
"Dhaka Mahanagari","Gulshan","108036","t & t mohila college","Day","Bangla","Business Studies","Female","3.00","0.00","0.00","75"
"Dhaka Mahanagari","Gulshan","108036","t & t mohila college","Day","Bangla","Humanities","Female","2.50","0.00","0.00","100"
"Dhaka Mahanagari","Gulshan","108036","t & t mohila college","Day","Bangla","Science","Female","3.50","0.00","0.00","100"
"Dhaka Mahanagari","Hazaribagh","108356","national bank public school and college","Day","Bangla","Business Studies","Co-Edu","2.50","1.00","0.00","40"
"Dhaka Mahanagari","Hazaribagh","108356","national bank public school and college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","40"
"Dhaka Mahanagari","Hazaribagh","108356","national bank public school and college","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","40"
"Dhaka Mahanagari","Hazaribagh","136260","shaheed begum sheikh fazilatun nessa mujib govt. college","Day","Bangla","Humanities","Co-Edu","3.00","0.00","0.00","350"
"Dhaka Mahanagari","Hazaribagh","136260","shaheed begum sheikh fazilatun nessa mujib govt. college","Day","Bangla","Business Studies","Co-Edu","3.50","0.00","0.00","320"
"Dhaka Mahanagari","Hazaribagh","136260","shaheed begum sheikh fazilatun nessa mujib govt. college","Day","Bangla","Science","Co-Edu","4.00","0.00","0.00","320"
"Dhaka Mahanagari","Jatrabari","138824","capital college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Jatrabari","138824","capital college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Jatrabari","136276","ccer model college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","150"
"Dhaka Mahanagari","Jatrabari","136276","ccer model college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","100"
"Dhaka Mahanagari","Jatrabari","136276","ccer model college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","100"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Day","Bangla","Humanities","Male","3.00","0.00","0.00","350"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Day","Bangla","Science","Male","4.00","0.00","0.00","425"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Morning","Bangla","Business Studies","Female","3.00","0.00","0.00","375"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Morning","Bangla","Humanities","Female","3.00","0.00","0.00","300"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Day","Bangla","Business Studies","Male","3.00","0.00","0.00","400"
"Dhaka Mahanagari","Jatrabari","107909","dania college","Morning","Bangla","Science","Female","4.00","0.00","0.00","350"
"Dhaka Mahanagari","Jatrabari","107877","jatrabari ideal high school and college","Morning","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","125"
"Dhaka Mahanagari","Jatrabari","107877","jatrabari ideal high school and college","Morning","Bangla","Science","Co-Edu","3.00","1.00","0.00","100"
"Dhaka Mahanagari","Jatrabari","107877","jatrabari ideal high school and college","Morning","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","200"
"Dhaka Mahanagari","Jatrabari","108501","karatitola chan miah sardar memorial high school and college","Day","Bangla","Business Studies","Female","1.00","1.00","0.00","50"
"Dhaka Mahanagari","Jatrabari","107886","mannan high school & college","Day","Bangla","Humanities","Co-Edu","1.50","1.00","0.00","100"
"Dhaka Mahanagari","Jatrabari","107886","mannan high school & college","Day","Bangla","Business Studies","Co-Edu","1.50","1.00","0.00","50"
"Dhaka Mahanagari","Jatrabari","107886","mannan high school & college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Jatrabari","134265","metropolitan college  dhaka","Day","Bangla","Science","Co-Edu","3.00","1.00","0.00","150"
"Dhaka Mahanagari","Jatrabari","134265","metropolitan college  dhaka","Day","Bangla","Business Studies","Co-Edu","3.00","1.00","0.00","100"
"Dhaka Mahanagari","Jatrabari","107863","paradogar ideal school and college","Morning","Bangla","Business Studies","Female","2.00","1.00","0.00","65"
"Dhaka Mahanagari","Jatrabari","107863","paradogar ideal school and college","Morning","Bangla","Humanities","Female","2.00","1.00","0.00","75"
"Dhaka Mahanagari","Kadamtali","134716","bright school and college","Day","Bangla","Science","Co-Edu","4.00","3.50","0.00","150"
"Dhaka Mahanagari","Kadamtali","134716","bright school and college","Day","Bangla","Humanities","Co-Edu","2.00","2.00","0.00","50"
"Dhaka Mahanagari","Kadamtali","134716","bright school and college","Day","Bangla","Business Studies","Co-Edu","3.50","3.00","0.00","100"
"Dhaka Mahanagari","Kadamtali","134228","mohammedbag adorsho college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Kadamtali","134228","mohammedbag adorsho college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","50"
"Dhaka Mahanagari","Kadamtali","134228","mohammedbag adorsho college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","40"
"Dhaka Mahanagari","Kadamtali","136763","new vision school and college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Kadamtali","136763","new vision school and college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Kadamtali","108473","sampur bahumukhi high school and college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","150"
"Dhaka Mahanagari","Kadamtali","108473","sampur bahumukhi high school and college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Kadamtali","108473","sampur bahumukhi high school and college","Day","Bangla","Humanities","Co-Edu","1.00","1.00","0.00","200"
"Dhaka Mahanagari","Kadamtali","132066","shaympur govt. model school & college","Day","Bangla","Science","Co-Edu","4.50","4.00","0.00","125"
"Dhaka Mahanagari","Kadamtali","132066","shaympur govt. model school & college","Day","Bangla","Business Studies","Co-Edu","4.00","3.50","0.00","150"
"Dhaka Mahanagari","Kadamtali","132066","shaympur govt. model school & college","Day","Bangla","Humanities","Co-Edu","4.00","3.50","0.00","100"
"Dhaka Mahanagari","Kafrul","108048","bhasantek school and college","Day","Bangla","Humanities","Co-Edu","2.00","0.00","0.00","100"
"Dhaka Mahanagari","Kafrul","108048","bhasantek school and college","Day","Bangla","Business Studies","Co-Edu","2.50","0.00","0.00","100"
"Dhaka Mahanagari","Kafrul","108048","bhasantek school and college","Day","Bangla","Science","Co-Edu","3.00","0.00","0.00","50"
"Dhaka Mahanagari","Kafrul","134578","glory college","Morning","Bangla","Science","Co-Edu","2.50","1.00","0.00","50"
"Dhaka Mahanagari","Kafrul","134578","glory college","Morning","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Kafrul","136841","vashantek govt. college","Day","Bangla","Humanities","Co-Edu","4.00","0.00","0.00","350"
"Dhaka Mahanagari","Kafrul","136841","vashantek govt. college","Day","Bangla","Science","Co-Edu","4.75","0.00","0.00","325"
"Dhaka Mahanagari","Kafrul","136841","vashantek govt. college","Day","Bangla","Business Studies","Co-Edu","4.00","0.00","0.00","350"
"Dhaka Mahanagari","Kamrangir Char","108057","haji abdul awal college","Day","Bangla","Humanities","Co-Edu","1.00","0.00","0.00","150"
"Dhaka Mahanagari","Kamrangir Char","108057","haji abdul awal college","Day","Bangla","Business Studies","Co-Edu","1.00","0.00","0.00","75"
"Dhaka Mahanagari","Kamrangir Char","108057","haji abdul awal college","Day","Bangla","Science","Co-Edu","1.00","0.00","0.00","45"
"Dhaka Mahanagari","Khilgaon","108375","ali ahmed school & college","Day","Bangla","Science","Co-Edu","2.00","1.00","0.00","50"
"Dhaka Mahanagari","Khilgaon","108375","ali ahmed school & college","Day","Bangla","Humanities","Co-Edu","2.00","1.00","0.00","100"
"Dhaka Mahanagari","Khilgaon","108375","ali ahmed school & college","Day","Bangla","Business Studies","Co-Edu","2.00","1.00","0.00","150"
"Dhaka Mahanagari","Khilgaon","131901","bangladesh commerce college","Day","Bangla","Business Studies","Co-Edu","2.00","0.00","0.00","50"
"Dhaka Mahanagari","Khilgaon","134462","city model college","Day","Bangla","Business Studies","Co-Edu","1.00","1.00","0.00","40"
